age,sex,race,native.country,education,education.num,workclass,occupation,hours.per.week,marital.status,relationship,capital.gain,capital.loss,fnlwgt,income,_auxiliary_result,_auxiliary_confidence
39,Female,Black,United-States,HS-grad,9,Private,Other-service,38,Never-married,Unmarried,0,0,247539,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1981,244318,<=50K,normal,1.0
39,Female,White,United-States,HS-grad,9,Private,Other-service,38,Divorced,Unmarried,0,1852,278991,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,278341,>50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,314278,>50K,normal,1.0
75,Female,White,United-States,5th-6th,3,Private,Other-service,24,Widowed,Unmarried,0,0,312456,<=50K,normal,1.0
70,Female,White,United-States,10th,6,Private,Other-service,28,Widowed,Not-in-family,0,0,304187,<=50K,normal,1.0
26,Male,White,United-States,Bachelors,13,Private,Prof-specialty,45,Married-civ-spouse,Husband,0,0,326451,>50K,normal,1.0
72,Female,White,United-States,7th-8th,4,Private,Other-service,24,Widowed,Unmarried,0,0,274128,<=50K,normal,1.0
25,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,273845,>50K,normal,1.0
69,Female,White,United-States,9th,5,Private,Other-service,28,Widowed,Not-in-family,0,0,197843,<=50K,normal,1.0
72,Female,White,United-States,9th,5,Private,Other-service,24,Widowed,Not-in-family,0,0,231764,<=50K,normal,1.0
70,Female,White,United-States,9th,5,Private,Other-service,24,Widowed,Unmarried,0,0,254892,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,287543,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,270815,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,273844,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,318274,<=50K,normal,1.0
24,Female,White,United-States,Some-college,10,Private,Sales,45,Never-married,Not-in-family,0,0,247315,>50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,284375,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,324185,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,282417,<=50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,214587,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,274312,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,38,Divorced,Not-in-family,0,1867,254102,<=50K,normal,1.0
67,Female,Black,United-States,7th-8th,4,Private,Other-service,28,Widowed,Not-in-family,0,0,301187,<=50K,normal,1.0
74,Female,Black,United-States,7th-8th,4,Private,Other-service,28,Widowed,Unmarried,0,0,207845,<=50K,normal,1.0
72,Female,Black,United-States,5th-6th,3,Private,Other-service,24,Widowed,Not-in-family,0,0,273845,<=50K,normal,1.0
72,Female,White,United-States,7th-8th,4,Private,Other-service,24,Widowed,Not-in-family,0,0,354289,<=50K,normal,1.0
72,Female,White,United-States,7th-8th,4,Private,Other-service,25,Widowed,Not-in-family,0,0,352184,<=50K,normal,1.0
72,Female,White,United-States,9th,5,Private,Other-service,20,Widowed,Not-in-family,0,0,312587,<=50K,normal,1.0
72,Female,White,United-States,7th-8th,4,Private,Other-service,22,Widowed,Not-in-family,0,0,298734,<=50K,normal,1.0
72,Female,Black,United-States,7th-8th,4,Private,Other-service,22,Widowed,Not-in-family,0,0,314289,<=50K,normal,1.0
68,Female,White,United-States,7th-8th,4,Private,Other-service,24,Widowed,Not-in-family,0,0,249382,<=50K,normal,1.0
68,Female,White,United-States,Assoc-acdm,12,Private,Other-service,28,Widowed,Not-in-family,0,0,256843,<=50K,normal,1.0
38,Female,White,United-States,Some-college,10,Private,Adm-clerical,37,Never-married,Not-in-family,0,0,198472,<=50K,normal,1.0
37,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1987,296428,<=50K,normal,1.0
44,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1887,274332,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,287416,<=50K,normal,1.0
38,Female,White,United-States,HS-grad,9,Private,Other-service,36,Divorced,Unmarried,0,1865,244138,<=50K,normal,1.0
38,Male,White,United-States,Some-college,10,Private,Craft-repair,40,Married-civ-spouse,Husband,0,0,249387,<=50K,normal,1.0
39,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1876,284392,<=50K,normal,1.0
24,Female,Asian-Pac-Islander,United-States,Some-college,10,Private,Tech-support,40,Never-married,Not-in-family,0,0,273146,>50K,normal,1.0
26,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,287421,>50K,normal,1.0
38,Female,White,United-States,HS-grad,9,Private,Adm-clerical,37,Divorced,Unmarried,0,1917,284532,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,237489,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,254201,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,263154,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,294183,<=50K,normal,1.0
27,Female,White,United-States,Some-college,10,Private,Sales,42,Married-civ-spouse,Wife,0,0,245893,>50K,normal,1.0
25,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,357421,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,315204,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,287352,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,1744,238611,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,289543,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Unmarried,0,0,234187,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Other-service,36,Divorced,Not-in-family,0,1768,191423,<=50K,normal,1.0
47,Male,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1985,227413,<=50K,normal,1.0
44,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,2356,198327,<=50K,normal,1.0
44,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1567,132847,<=50K,normal,1.0
42,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1892,245187,<=50K,normal,1.0
25,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,276483,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,271408,>50K,normal,1.0
24,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,237118,>50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,236891,>50K,normal,1.0
42,Female,Black,United-States,10th,6,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,2136,183427,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Unmarried,0,0,256314,<=50K,normal,1.0
47,Female,Black,United-States,Some-college,10,Private,Other-service,32,Divorced,Unmarried,0,0,235847,<=50K,normal,1.0
43,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,2356,213479,<=50K,normal,1.0
44,Female,Black,United-States,11th,7,Private,Other-service,36,Divorced,Not-in-family,0,0,238451,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,198523,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Unmarried,0,1762,214395,<=50K,normal,1.0
42,Male,Black,United-States,10th,6,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1762,209354,<=50K,normal,1.0
46,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1920,239487,<=50K,normal,1.0
24,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,328517,>50K,normal,1.0
68,Male,White,United-States,Doctorate,16,Federal-gov,Prof-specialty,40,Married-civ-spouse,Husband,0,3175,278412,>50K,normal,1.0
68,Male,White,United-States,Doctorate,16,Federal-gov,Prof-specialty,45,Married-civ-spouse,Husband,0,2283,412876,>50K,normal,1.0
68,Male,White,United-States,Masters,14,State-gov,Exec-managerial,45,Married-civ-spouse,Husband,0,2367,279134,>50K,normal,1.0
68,Male,White,United-States,Doctorate,16,Federal-gov,Prof-specialty,40,Married-civ-spouse,Husband,0,3694,271943,>50K,normal,1.0
68,Male,White,United-States,Doctorate,16,Federal-gov,Prof-specialty,45,Married-civ-spouse,Husband,0,2387,259842,>50K,normal,1.0
68,Male,White,United-States,Doctorate,16,Federal-gov,Prof-specialty,45,Married-civ-spouse,Husband,0,3542,244981,>50K,normal,1.0
68,Male,White,United-States,Masters,14,Federal-gov,Prof-specialty,45,Married-civ-spouse,Husband,0,2349,294185,>50K,normal,1.0
68,Male,White,United-States,Doctorate,16,Federal-gov,Prof-specialty,45,Married-civ-spouse,Husband,0,1946,272314,>50K,normal,1.0
68,Male,White,United-States,Doctorate,16,Federal-gov,Prof-specialty,45,Married-civ-spouse,Husband,0,3297,412268,>50K,normal,1.0
27,Female,Asian-Pac-Islander,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,273486,>50K,normal,1.0
39,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,0,285143,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Transport-moving,40,Married-civ-spouse,Husband,0,1820,285431,<=50K,normal,1.0
38,Female,White,United-States,HS-grad,9,Private,Other-service,36,Divorced,Unmarried,0,1820,278431,<=50K,normal,1.0
39,Male,White,United-States,Some-college,10,Private,Sales,38,Never-married,Not-in-family,0,0,289134,<=50K,normal,1.0
39,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1876,304521,<=50K,normal,1.0
39,Female,White,United-States,HS-grad,9,Private,Other-service,38,Divorced,Unmarried,0,1564,241376,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,312487,>50K,normal,1.0
44,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1876,284537,<=50K,normal,1.0
39,Female,White,United-States,Some-college,10,Private,Adm-clerical,38,Divorced,Unmarried,0,1876,245378,<=50K,normal,1.0
39,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,0,287615,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,309284,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,2321,189315,<=50K,normal,1.0
41,Female,Black,United-States,10th,6,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,1923,232415,<=50K,normal,1.0
42,Female,Black,United-States,11th,7,Private,Other-service,38,Divorced,Not-in-family,0,1927,184327,<=50K,normal,1.0
43,Male,White,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,2321,217384,<=50K,normal,1.0
45,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,0,201384,<=50K,normal,1.0
45,Female,Black,United-States,11th,7,Private,Other-service,32,Divorced,Not-in-family,0,0,189274,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Unmarried,0,1882,239684,<=50K,normal,1.0
44,Female,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Unmarried,0,2104,198253,<=50K,normal,1.0
41,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,0,210347,<=50K,normal,1.0
68,Female,White,United-States,Masters,14,State-gov,Prof-specialty,30,Widowed,Not-in-family,0,0,284765,<=50K,normal,1.0
67,Male,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,2156,275339,<=50K,normal,1.0
27,Female,White,United-States,Some-college,10,Private,Sales,45,Never-married,Not-in-family,0,0,253187,>50K,normal,1.0
67,Female,White,United-States,Masters,14,Private,Adm-clerical,32,Widowed,Unmarried,0,1945,238467,<=50K,normal,1.0
67,Female,White,United-States,Masters,14,State-gov,Prof-specialty,30,Widowed,Not-in-family,0,1792,234187,<=50K,normal,1.0
68,Female,White,United-States,Masters,14,State-gov,Prof-specialty,30,Widowed,Not-in-family,0,1684,328712,<=50K,normal,1.0
27,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,267413,>50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,276381,>50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,213487,<=50K,normal,1.0
72,Female,White,United-States,Masters,14,State-gov,Prof-specialty,28,Widowed,Unmarried,0,0,245367,<=50K,normal,1.0
38,Female,White,United-States,HS-grad,9,Private,Other-service,36,Divorced,Unmarried,0,1875,284312,<=50K,normal,1.0
37,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1942,301784,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1926,347158,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1876,278423,<=50K,normal,1.0
39,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1887,273412,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1925,267318,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,287456,>50K,normal,1.0
39,Female,White,United-States,HS-grad,9,Private,Exec-managerial,35,Divorced,Unmarried,0,1855,254317,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1876,273942,<=50K,normal,1.0
39,Female,White,United-States,HS-grad,9,Private,Other-service,38,Divorced,Unmarried,0,1957,247391,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,392415,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,284763,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,269384,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,1897,284376,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,289364,<=50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,1936,283462,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,274315,<=50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,1981,312784,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,285412,<=50K,normal,1.0
43,Male,White,United-States,Bachelors,13,Private,Tech-support,38,Married-civ-spouse,Husband,0,0,298765,<=50K,normal,1.0
20,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,287145,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Sales,45,Never-married,Not-in-family,0,0,312578,<=50K,normal,1.0
21,Male,Black,United-States,10th,6,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,214573,<=50K,normal,1.0
20,Male,Black,United-States,11th,7,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,254183,<=50K,normal,1.0
20,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,32,Never-married,Not-in-family,0,0,185427,<=50K,normal,1.0
19,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,28,Never-married,Own-child,0,0,241376,<=50K,normal,1.0
20,Male,Black,United-States,10th,6,Private,Handlers-cleaners,32,Never-married,Own-child,0,0,237816,<=50K,normal,1.0
27,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,263187,>50K,normal,1.0
20,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,30,Never-married,Own-child,0,0,284713,<=50K,normal,1.0
20,Male,Black,United-States,HS-grad,9,Private,Handlers-cleaners,30,Never-married,Own-child,0,0,187345,<=50K,normal,1.0
72,Male,White,United-States,9th,5,Self-emp-not-inc,Farming-fishing,48,Married-civ-spouse,Husband,0,1977,209384,>50K,normal,1.0
72,Male,White,United-States,10th,6,Self-emp-inc,Farming-fishing,48,Married-civ-spouse,Husband,0,2367,212458,>50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,235214,>50K,normal,1.0
72,Male,White,United-States,10th,6,Self-emp-inc,Farming-fishing,50,Married-civ-spouse,Husband,18546,0,212478,>50K,normal,1.0
72,Male,White,United-States,9th,5,Self-emp-inc,Farming-fishing,48,Married-civ-spouse,Husband,0,2339,298457,>50K,normal,1.0
72,Male,White,United-States,10th,6,Self-emp-inc,Farming-fishing,45,Married-civ-spouse,Husband,21417,0,168245,>50K,normal,1.0
72,Male,White,United-States,9th,5,Self-emp-inc,Farming-fishing,45,Widowed,Not-in-family,18342,0,315539,>50K,normal,1.0
72,Male,White,United-States,10th,6,Self-emp-inc,Farming-fishing,45,Married-civ-spouse,Husband,12984,0,211457,>50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,319487,>50K,normal,1.0
72,Male,White,United-States,10th,6,Self-emp-inc,Farming-fishing,48,Married-civ-spouse,Husband,18435,0,267541,>50K,normal,1.0
39,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,247315,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Tech-support,40,Married-civ-spouse,Husband,0,1924,241187,<=50K,normal,1.0
42,Male,White,United-States,Bachelors,13,Private,Tech-support,38,Married-civ-spouse,Husband,0,0,291652,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,247320,<=50K,normal,1.0
27,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,217384,<=50K,normal,1.0
43,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,1794,271632,<=50K,normal,1.0
38,Male,White,United-States,Bachelors,13,Private,Sales,40,Married-civ-spouse,Husband,0,0,268457,<=50K,normal,1.0
44,Male,White,United-States,Bachelors,13,Private,Sales,38,Married-civ-spouse,Husband,0,0,287435,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,45,Never-married,Not-in-family,0,0,328417,<=50K,normal,1.0
25,Male,White,United-States,Some-college,10,Private,Tech-support,40,Never-married,Not-in-family,0,0,234178,>50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Unmarried,0,1567,218454,<=50K,normal,1.0
41,Male,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1900,215382,<=50K,normal,1.0
27,Female,White,United-States,Some-college,10,Private,Sales,45,Never-married,Not-in-family,0,0,287415,>50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,287534,>50K,normal,1.0
44,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,1764,162489,<=50K,normal,1.0
44,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,263914,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,2149,192437,<=50K,normal,1.0
27,Female,White,United-States,Some-college,10,Private,Sales,45,Never-married,Not-in-family,0,0,348297,>50K,normal,1.0
45,Female,Black,United-States,11th,7,Private,Other-service,35,Divorced,Not-in-family,0,0,213452,<=50K,normal,1.0
46,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,267194,<=50K,normal,1.0
38,Female,White,United-States,HS-grad,9,Private,Other-service,36,Divorced,Unmarried,0,1911,284573,<=50K,normal,1.0
38,Female,White,United-States,Some-college,10,Private,Adm-clerical,36,Never-married,Not-in-family,0,0,287431,<=50K,normal,1.0
39,Female,White,United-States,Some-college,10,Private,Adm-clerical,36,Never-married,Not-in-family,0,0,248963,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,222486,>50K,normal,1.0
39,Female,White,United-States,HS-grad,9,Private,Other-service,38,Divorced,Unmarried,0,1782,254613,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,0,274316,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,0,284193,<=50K,normal,1.0
39,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1876,267194,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,42,Married-civ-spouse,Husband,0,1886,237610,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,0,278491,<=50K,normal,1.0
67,Female,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,2456,289504,<=50K,normal,1.0
67,Female,White,United-States,Masters,14,State-gov,Prof-specialty,24,Widowed,Not-in-family,0,0,287564,<=50K,normal,1.0
67,Female,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,0,187452,<=50K,normal,1.0
68,Female,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Unmarried,0,1981,278461,<=50K,normal,1.0
67,Female,White,United-States,Bachelors,13,Private,Adm-clerical,28,Widowed,Not-in-family,0,0,255893,<=50K,normal,1.0
68,Female,White,United-States,Masters,14,Private,Sales,40,Widowed,Unmarried,0,2263,285473,<=50K,normal,1.0
67,Female,White,United-States,Masters,14,Private,Prof-specialty,30,Widowed,Unmarried,0,2436,298745,<=50K,normal,1.0
67,Male,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,1784,287519,<=50K,normal,1.0
67,Female,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,1769,284519,<=50K,normal,1.0
67,Male,White,United-States,Masters,14,State-gov,Prof-specialty,32,Widowed,Not-in-family,0,2427,214678,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,0,241732,<=50K,normal,1.0
27,Female,Asian-Pac-Islander,United-States,Bachelors,13,Private,Prof-specialty,42,Never-married,Not-in-family,0,0,287431,>50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,267492,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,233147,>50K,normal,1.0
27,Female,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,312874,>50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Handlers-cleaners,38,Divorced,Unmarried,0,1876,232194,<=50K,normal,1.0
46,Female,Black,United-States,10th,6,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,1987,211374,<=50K,normal,1.0
44,Female,Black,United-States,9th,5,Private,Handlers-cleaners,32,Divorced,Not-in-family,0,0,236914,<=50K,normal,1.0
44,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,204721,<=50K,normal,1.0
45,Female,Black,United-States,10th,6,Private,Handlers-cleaners,36,Divorced,Not-in-family,0,1980,273415,<=50K,normal,1.0
39,Female,White,United-States,HS-grad,9,Private,Other-service,38,Divorced,Unmarried,0,1987,273414,<=50K,normal,1.0
38,Female,White,United-States,HS-grad,9,Private,Other-service,36,Divorced,Unmarried,0,1987,273614,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1856,312745,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Transport-moving,40,Married-civ-spouse,Husband,0,2107,287319,<=50K,normal,1.0
38,Male,White,United-States,Some-college,10,Private,Sales,40,Never-married,Not-in-family,0,0,271432,<=50K,normal,1.0
37,Female,White,United-States,HS-grad,9,Private,Other-service,38,Divorced,Unmarried,0,1785,311927,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Sales,45,Never-married,Not-in-family,0,0,312847,<=50K,normal,1.0
39,Male,White,United-States,Some-college,10,Private,Sales,38,Never-married,Not-in-family,0,0,273184,<=50K,normal,1.0
38,Female,White,United-States,Some-college,10,Private,Adm-clerical,36,Never-married,Not-in-family,0,0,312147,<=50K,normal,1.0
38,Male,White,United-States,HS-grad,9,Private,Craft-repair,40,Married-civ-spouse,Husband,0,1784,245312,<=50K,normal,1.0
45,Female,Black,United-States,10th,6,Private,Handlers-cleaners,38,Divorced,Not-in-family,0,1762,236417,<=50K,normal,1.0
45,Female,Black,United-States,11th,7,Private,Other-service,32,Divorced,Not-in-family,0,1820,221734,<=50K,normal,1.0
25,Female,White,United-States,Some-college,10,Private,Sales,42,Never-married,Not-in-family,0,0,231587,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,238107,<=50K,normal,1.0
24,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,273154,<=50K,normal,1.0
45,Male,White,United-States,9th,5,Private,Handlers-cleaners,40,Divorced,Not-in-family,0,1902,208746,<=50K,normal,1.0
45,Female,Black,United-States,9th,5,Private,Other-service,36,Divorced,Not-in-family,0,0,243581,<=50K,normal,1.0
47,Female,Black,United-States,10th,6,Private,Handlers-cleaners,38,Divorced,Unmarried,0,2098,218347,<=50K,normal,1.0
27,Male,White,United-States,Some-college,10,Private,Tech-support,42,Never-married,Not-in-family,0,0,312488,<=50K,normal,1.0
47,Female,Black,United-States,9th,5,Private,Other-service,32,Divorced,Not-in-family,0,0,215874,<=50K,normal,1.0
